tweet_id,retweet_count,favorite_count,user_count
838150277551247360,318,1611,8982832
838085839343206401,1,136,8982832
838083903487373313,2973,17086,8982832
837820167694528512,7502,33014,8982831
837482249356513284,424,3742,8982832
837471256429613056,2159,12405,8982832
837110210464448512,2260,15565,8982832
836989968035819520,2201,12372,8982832
836753516572119041,4442,18794,8982832
836677758902222849,2128,12262,8982832
836648853927522308,531,0,8982833
836397794269200385,26334,0,8982833
836380477523124226,2867,14348,8982833
836260088725786625,4136,20683,8982833
836001077879255040,4087,18491,8982833
835685285446955009,7797,0,8982833
835574547218894849,3458,17284,8982833
835536468978302976,1616,0,8982833
835309094223372289,20071,0,8982833
835297930240217089,2859,15999,8982833
835264098648616962,1616,7493,8982833
835246439529840640,68,2047,8983352
835172783151792128,5526,25423,8982833
835152434251116546,2876,21731,8982833
834931633769889797,1556,10475,8982833
834786237630337024,5309,20855,8982833
834574053763584002,2414,13262,8982833
834477809192075265,10211,0,8982833
834458053273591808,1606,9347,8982833
834209720923721728,4551,19981,8982833
834167344700198914,3529,15398,8982833
834089966724603904,2050,9758,8982833
834086379323871233,2118,12697,8982833
833863086058651648,2309,13076,8982833
833826103416520705,3611,17637,8982833
833732339549220864,212,0,8982833
833722901757046785,3115,20321,8982833
833479644947025920,1961,14476,8982833
833124694597443584,4661,19672,8982833
832998151111966721,2114,12893,8982833
832769181346996225,38,0,8982833
832757312314028032,3480,16408,8982833
832682457690300417,2805,11548,8982833
832645525019123713,513,2850,8982833
832636094638288896,2678,15456,8982833
832397543355072512,2126,11654,8982833
832369877331693569,3066,16703,8982833
832273440279240704,2245,11049,8982833
832215909146226688,5992,0,8982833
832215726631055365,8970,0,8982833
832088576586297345,2,61,8982833
832040443403784192,9226,0,8982833
832032802820481025,4495,17378,8982833
831939777352105988,5908,23337,8982833
831926988323639298,34,325,8982833
831911600680497154,6257,26834,8982833
831670449226514432,1745,10161,8982833
831650051525054464,1853,6933,8982833
831552930092285952,2250,8742,8982833
831322785565769729,1495,9050,8982834
831315979191906304,1078,6365,8982834
831309418084069378,2378,11463,8982834
831262627380748289,1974,11589,8982834
830956169170665475,1435,7776,8982833
830583320585068544,16126,64968,8982834
830173239259324417,5465,0,8982834
830097400375152640,2824,9515,8982834
829878982036299777,4814,0,8982834
829861396166877184,1868,11949,8982834
829501995190984704,10211,30930,8982834
829449946868879360,1937,10199,8982834
829141528400556032,7085,23755,8982834
829011960981237760,15813,52025,8982834
828801551087042563,3304,0,8982834
828770345708580865,5650,24950,8982834
828708714936930305,10810,35597,8982834
828650029636317184,1292,9286,8982834
828409743546925057,1118,6205,8982834
828408677031882754,1242,7508,8982834
828381636999917570,2149,12288,8982834
828376505180889089,1034,7217,8982834
828372645993398273,2828,12282,8982834
828361771580813312,172,2132,8982834
828046555563323392,2760,11450,8982834
828011680017821696,2087,10109,8982834
827933404142436356,5068,19565,8982834
827653905312006145,2919,15131,8982834
827600520311402496,906,7291,8982834
827324948884643840,2927,15459,8982834
827199976799354881,2148,10330,8982834
826958653328592898,4814,21043,8982834
826848821049180160,9797,35326,8982834
826615380357632002,3852,0,8982834
826598799820865537,241,5015,8982834
826598365270007810,2272,9772,8982834
826476773533745153,4054,17974,8982834
826240494070030336,2524,12969,8982834
826204788643753985,885,4762,8982834
826115272272650244,3002,15280,8982834
825876512159186944,1799,10245,8982834
825829644528148480,2424,12468,8982834
825535076884762624,17037,55724,8982834
825147591692263424,4386,17865,8982834
825120256414846976,1210,0,8982834
825026590719483904,1210,6119,8983353
824796380199809024,5341,0,8982834
824775126675836928,3391,14588,8982834
824663926340194305,1709,10289,8982834
824325613288833024,10278,11560,8982834
824297048279236611,3731,14718,8982834
824025158776213504,581,4726,8983353
823939628516474880,2635,10408,8982834
823719002937630720,10819,0,8982834
823699002998870016,2441,13664,8982834
823581115634085888,2540,12734,8982834
823333489516937216,22,689,8982834
823322678127919110,3883,15381,8982834
823269594223824897,9600,0,8982834
822975315408461824,3340,16956,8982834
822872901745569793,41830,128621,8982834
822859134160621569,2200,12943,8982834
822647212903690241,6200,0,8982834
822610361945911296,2847,14488,8982834
822489057087389700,6200,17740,8982834
822462944365645825,13805,27298,8982835
822244816520155136,9600,34242,8982835
822163064745328640,4596,0,8982835
821886076407029760,2237,11077,8982835
821813639212650496,3270,0,8982835
821765923262631936,1614,8215,8982835
821522889702862852,1701,7873,8982836
821421320206483457,5397,0,8982836
821407182352777218,4183,11493,8982834
821153421864615936,10,248,8982836
821149554670182400,1895,8433,8982836
821107785811234820,2065,9397,8982836
821044531881721856,2212,12402,8982836
820837357901512704,6514,0,8982836
820749716845686786,9601,30899,8982836
820690176645140481,3138,11987,8982836
820494788566847489,548,0,8982836
820446719150292993,2489,0,8982836
820314633777061888,548,3285,8982836
820078625395449857,6111,19395,8982836
820013781606658049,1136,0,8982836
819952236453363712,1136,5214,8982837
819924195358416896,4745,12676,8982836
819711362133872643,3024,13112,8982837
819588359383371776,1942,9468,8982837
819347104292290561,1173,7083,8982837
819238181065359361,398,2212,8982837
819227688460238848,6514,22584,8982837
819015337530290176,36037,0,8982837
819015331746349057,18549,0,8982837
819006400881917954,18549,44520,8982837
819004803107983360,36037,85442,8982837
818646164899774465,20347,0,8982837
818627210458333184,7348,21984,8982837
818614493328580609,2459,9646,8982837
818588835076603904,5954,0,8982835
818536468981415936,2383,10644,8982837
818307523543449600,7835,0,8982837
818259473185828864,2190,10794,8982837
818145370475810820,2479,12044,8982837
817908911860748288,774,4762,8982837
817827839487737858,26334,50532,8982837
817777686764523521,2608,10552,8982837
817536400337801217,2868,11545,8982837
817502432452313088,3295,0,8982837
817423860136083457,14244,33101,8982837
817415592588222464,924,5494,8982836
817181837579653120,8211,0,8982837
817171292965273600,1968,8604,8982836
817120970343411712,2524,11980,8982837
817056546584727552,1597,8431,8982837
816829038950027264,4588,0,8982837
816816676327063552,1973,9809,8982837
816697700272001025,2134,9598,8982837
816450570814898180,7835,29803,8982837
816336735214911488,1895,8442,8982837
816091915477250048,2075,8774,8982837
816062466425819140,987,0,8982837
816014286006976512,5115,0,8982838
815990720817401858,987,4854,8982838
815966073409433600,8211,21954,8982838
815745968457060357,4025,0,8982838
815736392542261248,2210,9670,8982838
815639385530101762,1605,8070,8982838
815390420867969024,3712,10162,8982838
814986499976527872,1242,7525,8982838
814638523311648768,2636,11079,8982838
814578408554463233,5689,0,8982838
814530161257443328,1821,8482,8982838
814153002265309185,8454,28224,8982838
813944609378369540,3108,0,8982838
813910438903693312,1812,9161,8982838
813812741911748608,13633,35812,8983357
813800681631023104,1712,8185,8982838
813217897535406080,7126,18315,8982838
813202720496779264,1774,9085,8982838
813187593374461952,4236,19520,8982838
813172488309972993,1889,9115,8982838
813157409116065792,2149,7632,8982838
813142292504645637,2334,8357,8982838
813130366689148928,434,4419,8982838
813127251579564032,3035,11600,8982838
813112105746448384,2667,10125,8982838
813096984823349248,3540,10398,8982838
813081950185472002,2722,9744,8982838
813066809284972545,1903,7799,8982838
813051746834595840,7187,20601,8982838
812781120811126785,1857,7416,8982838
812709060537683968,1409,6510,8982838
812503143955202048,1191,5960,8982838
812466873996607488,1880,7837,8982838
812372279581671427,3581,13427,8982838
811985624773361665,1370,7148,8982838
811744202451197953,1552,7413,8982838
811647686436880384,721,5518,8982838
811627233043480576,2992,12523,8982837
811386762094317568,6240,20583,8982838
810984652412424192,1392,5229,8982838
810896069567610880,1721,8862,8982838
810657578271330305,2568,10784,8982838
810284430598270976,10978,34608,8982838
810254108431155201,3304,14480,8982838
809920764300447744,3852,15318,8982838
809808892968534016,4793,0,8982838
809448704142938112,1428,6842,8982838
809220051211603969,5465,19588,8982837
809084759137812480,3451,13016,8982837
808838249661788160,2975,9968,8982837
808733504066486276,2111,7774,8982837
808501579447930884,2552,11129,8982837
808344865868283904,20347,41790,8982838
808134635716833280,5779,0,8982838
808106460588765185,2158,8675,8982838
808001312164028416,3461,12329,8982838
807621403335917568,3536,14370,8982838
807106840509214720,54087,116059,8983357
807059379405148160,7165,0,8982838
807010152071229440,3787,12921,8982838
806629075125202948,33851,73365,8982838
806620845233815552,5407,0,8982838
806576416489959424,1916,4821,8982838
806542213899489280,2306,10059,8982838
806242860592926720,11372,0,8982838
806219024703037440,1172,6360,8982838
805958939288408065,5249,0,8982838
805932879469572096,1884,8179,8982838
805826884734976000,1782,6472,8982838
805823200554876929,7829,0,8982838
805520635690676224,1623,5669,8982838
805487436403003392,2476,8680,8982838
805207613751304193,1687,7724,8982838
804738756058218496,3744,13474,8982838
804475857670639616,1972,6050,8982838
804413760345620481,3160,0,8982838
804026241225523202,15766,43718,8982838
803773340896923648,2687,9912,8982838
803692223237865472,7290,0,8982838
803638050916102144,4063,10790,8982838
803380650405482500,1840,7649,8982838
803321560782307329,5193,0,8982838
803276597545603072,2406,9889,8982838
802952499103731712,1954,8900,8982838
802624713319034886,2845,0,8982839
802600418706604034,1425,7006,8982839
802572683846291456,2462,8825,8982839
802323869084381190,5723,15940,8982839
802265048156610565,1347,6839,8982838
802239329049477120,2571,8962,8982839
802185808107208704,269,0,8982839
801958328846974976,1680,7652,8982839
801854953262350336,234,1769,8982839
801538201127157760,2029,8114,8982839
801285448605831168,804,5952,8982840
801167903437357056,5779,24064,8982840
801127390143516673,3876,0,8982840
801115127852503040,2062,7957,8982840
800859414831898624,96,677,8982840
800855607700029440,1574,0,8982840
800751577355128832,2742,10428,8982840
800513324630806528,2942,12964,8982840
800459316964663297,2135,9368,8982840
800443802682937345,4217,0,8982840
800388270626521089,2757,11004,8982840
800188575492947969,3850,0,8982840
800141422401830912,2489,15055,8982840
800018252395122689,12860,27912,8982840
799774291445383169,4571,0,8982840
799757965289017345,2114,8274,8982841
799422933579902976,1888,7952,8982841
799308762079035393,5346,0,8982841
799297110730567681,2691,9729,8982841
799063482566066176,2430,7981,8982841
798933969379225600,4368,12889,8982838
798925684722855936,1414,7409,8982841
798701998996647937,7607,0,8982841
798697898615730177,6395,0,8982841
798694562394996736,4855,0,8982841
798686750113755136,2278,0,8982841
798682547630837760,4653,0,8982841
798673117451325440,5459,0,8982841
798665375516884993,3839,0,8982841
798644042770751489,1808,0,8982841
798628517273620480,1939,0,8982841
798585098161549313,5553,0,8982841
798576900688019456,5727,0,8982841
798340744599797760,3263,0,8982841
798209839306514432,2503,10265,8982841
797971864723324932,3041,11406,8983360
797545162159308800,4790,14355,8982841
797236660651966464,6426,19638,8982841
797165961484890113,26,222,8982841
796904159865868288,8741,0,8982841
796865951799083009,1887,7569,8982841
796759840936919040,2971,11627,8982841
796563435802726400,7074,0,8982841
796484825502875648,1720,7459,8982841
796387464403357696,4066,10847,8982841
796177847564038144,13986,0,8982841
796149749086875649,13986,31765,8982841
796125600683540480,1759,4898,8982841
796116448414461957,2353,8960,8982841
796080075804475393,2257,8341,8982841
796031486298386433,3651,10643,8982841
795464331001561088,23055,48739,8982841
795400264262053889,2801,9878,8982841
795076730285391872,5341,15959,8982841
794983741416415232,3299,0,8982841
794926597468000259,2268,10077,8982841
794355576146903043,10068,0,8982841
794332329137291264,2628,9468,8982841
794205286408003585,3257,9111,8982841
793962221541933056,4793,16580,8982841
793845145112371200,1816,9095,8982841
793614319594401792,3069,0,8982841
793601777308463104,1582,7873,8982841
793500921481273345,2330,10511,8982841
793286476301799424,8970,24230,8982842
793271401113350145,2348,8573,8982842
793256262322548741,8184,19691,8982842
793241302385262592,3233,10358,8982843
793226087023144960,2823,9669,8982843
793210959003287553,2744,8798,8982843
793195938047070209,5508,15039,8982843
793180763617361921,1958,6839,8982843
793165685325201412,2725,9249,8982843
793150605191548928,1665,6096,8982843
793135492858580992,2452,6304,8982843
793120401413079041,3829,12472,8982843
792913359805018113,3894,14093,8982843
792883833364439040,4176,11125,8982841
792773781206999040,1644,7254,8982845
792394556390137856,4217,13204,8982845
792050063153438720,1751,7029,8982845
791821351946420224,20665,0,8982845
791784077045166082,9351,0,8982845
791780927877898241,3744,0,8982845
791774931465953280,21704,44391,8982841
791672322847637504,3069,11577,8982845
791406955684368384,4025,12949,8982841
791312159183634433,2479,8628,8982845
791026214425268224,4011,0,8982845
790987426131050500,2088,9669,8982845
790946055508652032,4588,16417,8982845
790723298204217344,2258,0,8982845
790698755171364864,1882,8079,8982845
790581949425475584,6954,20333,8982845
790337589677002753,1851,7711,8982845
790277117346975746,3108,12365,8982845
790227638568808452,3481,0,8982845
789986466051088384,2258,9114,8982845
789960241177853952,4014,0,8982845
789903600034189313,4053,10181,8982845
789628658055020548,1727,7366,8982845
789599242079838210,1880,6637,8982845
789530877013393408,3299,11542,8982845
789314372632018944,2243,8503,8982845
789280767834746880,4817,0,8982845
789268448748703744,2559,8968,8982845
789137962068021249,2723,9550,8982845
788908386943430656,12216,26996,8982845
788765914992902144,10068,26890,8982845
788552643979468800,6990,0,8982845
788412144018661376,5148,15286,8982845
788178268662984705,2049,7126,8982845
788150585577050112,1252,6020,8982845
788070120937619456,3361,0,8982846
788039637453406209,1282,6029,8982846
787810552592695296,2984,8484,8982846
787717603741622272,2714,10100,8982846
787397959788929025,2789,10726,8982846
787322443945877504,1701,7672,8982846
787111942498508800,6601,0,8982846
786963064373534720,7797,26206,8982845
786729988674449408,2379,0,8982846
786709082849828864,5992,17968,8982845
786664955043049472,2476,10409,8982845
786595970293370880,3063,9313,8982847
786363235746385920,3394,10708,8982845
786286427768250368,2768,7841,8982847
786233965241827333,4596,14982,8982847
786051337297522688,153,1399,8982847
786036967502913536,6819,0,8982847
785927819176054784,3115,11203,8982847
785872687017132033,1759,6595,8982847
785639753186217984,2190,7736,8982847
785533386513321988,1944,8939,8982847
785515384317313025,1227,6014,8982847
785264754247995392,1588,7145,8982847
785170936622350336,4715,11827,8982847
784826020293709826,3160,9930,8982847
784517518371221505,2466,8829,8982847
784431430411685888,1239,5631,8982847
784183165795655680,7829,19685,8982847
784057939640352768,10819,29209,8982848
783839966405230592,10516,29429,8982849
783821107061198850,1913,7240,8982849
783695101801398276,3130,10273,8982849
783466772167098368,2175,8290,8982849
783391753726550016,5325,16582,8982849
783347506784731136,5398,0,8982849
783334639985389568,11372,28565,8982849
783085703974514689,2139,8018,8982850
782969140009107456,7165,23693,8982850
782747134529531904,1377,7332,8982850
782722598790725632,5249,16938,8982850
782598640137187329,1830,7657,8983369
782305867769217024,5397,16332,8982850
782021823840026624,6032,0,8982850
781955203444699136,3279,10934,8982850
781661882474196992,2641,10242,8982850
781655249211752448,1105,3921,8982850
781524693396357120,5407,20363,8982850
781308096455073793,2491,7005,8982850
781251288990355457,2017,8240,8982850
781163403222056960,2685,9612,8982850
780931614150983680,7074,21209,8982850
780858289093574656,1958,7062,8982850
780800785462489090,1261,5371,8982850
780601303617732608,3270,11860,8982850
780543529827336192,1699,6172,8982850
780496263422808064,3568,0,8982850
780476555013349377,109,0,8982850
780459368902959104,1045,5187,8982850
780192070812196864,2183,8523,8982850
780092040432480260,2233,0,8982850
780074436359819264,4810,11881,8982850
779834332596887552,6819,18477,8982850
779377524342161408,3017,8584,8982850
779124354206535695,17766,0,8982850
779056095788752897,4390,14446,8982850
778990705243029504,6971,19525,8982850
778774459159379968,9593,0,8982850
778764940568104960,353,845,8982850
778748913645780993,1266,6728,8982850
778650543019483137,1453,5632,8982850
778624900596654080,983,4512,8982850
778408200802557953,4182,13339,8982850
778396591732486144,11854,0,8982850
778383385161035776,1066,5697,8982850
778286810187399168,3203,10143,8982850
778039087836069888,2566,8309,8982850
778027034220126208,1559,6408,8982850
777953400541634568,3418,0,8982850
777885040357281792,1581,6225,8982850
777684233540206592,2845,10986,8982850
777641927919427584,4101,0,8982850
777621514455814149,2440,8538,8982850
777189768882946048,4190,13919,8982850
776819012571455488,13279,0,8982850
776813020089548800,1170,4778,8982850
776477788987613185,2683,8607,8982850
776249906839351296,8838,0,8982850
776218204058357768,15357,29164,8982850
776201521193218049,2444,9354,8982850
776113305656188928,4217,11504,8982850
776088319444877312,147,1791,8982850
775898661951791106,16260,0,8982850
775842724423557120,2578,11436,8982850
775733305207554048,3876,13573,8982850
775729183532220416,4469,12699,8982850
775364825476165632,2862,7215,8982850
775350846108426240,3794,9910,8982850
775085132600442880,4571,15178,8982850
774757898236878852,1733,8409,8982850
774639387460112384,1678,6580,8982850
774314403806253056,5346,21262,8982850
773985732834758656,3739,10487,8982850
773922284943896577,1695,6252,8982850
773704687002451968,1569,6447,8982850
773670353721753600,1273,5223,8982850
773547596996571136,5954,21593,8982850
773336787167145985,4886,0,8982850
773308824254029826,7242,22753,8982850
773247561583001600,3156,9239,8982850
773191612633579521,4008,9766,8982850
772877495989305348,3750,8345,8982850
772826264096874500,2288,7845,8982850
772615324260794368,3278,0,8982850
772581559778025472,1654,6332,8982850
772193107915964416,1340,5865,8982850
772152991789019136,1102,3717,8982850
772117678702071809,716,3674,8982850
772114945936949249,457,2667,8982850
772102971039580160,906,3910,8982850
771908950375665664,1823,6396,8982850
771770456517009408,3263,11701,8982850
771500966810099713,2529,8070,8982850
771380798096281600,4886,10245,8982851
771171053431250945,7196,0,8982851
771136648247640064,2833,8931,8982851
771102124360998913,1393,6076,8982850
771014301343748096,1604,6725,8982851
770787852854652928,1164,4809,8982851
770772759874076672,1376,5055,8982851
770655142660169732,1729,7174,8982851
770414278348247044,2027,6174,8982851
770293558247038976,1419,6060,8982851
770093767776997377,2945,0,8982851
770069151037685760,2224,7404,8982851
769940425801170949,9226,30457,8982851
769695466921623552,1632,6263,8982850
769335591808995329,7488,0,8982851
769212283578875904,1659,5252,8982852
768970937022709760,6280,13932,8982852
768909767477751808,2590,0,8982852
768855141948723200,860,4081,8982852
768609597686943744,1157,3998,8982852
768596291618299904,1239,4909,8982852
768554158521745409,5640,0,8982852
768473857036525572,3300,13255,8982852
768193404517830656,3418,10601,8982852
767884188863397888,1329,4636,8982852
767754930266464257,5193,15581,8982852
767500508068192258,2267,7315,8982852
767191397493538821,3631,11974,8982852
767122157629476866,2764,9920,8982852
766864461642756096,5422,0,8982852
766793450729734144,1317,4911,8982852
766714921925144576,362,2539,8982852
766693177336135680,771,3906,8982852
766423258543644672,1528,5850,8982852
766313316352462849,1819,6608,8982852
766078092750233600,2536,0,8982852
766069199026450432,820,4112,8982852
766008592277377025,482,3659,8982852
765719909049503744,2093,7051,8982852
765669560888528897,1193,5047,8982852
765395769549590528,3276,26017,8982852
765371061932261376,2097,6886,8982852
765222098633691136,3278,11337,8982852
764857477905154048,1722,6290,8982852
764259802650378240,1453,5853,8982852
763956972077010945,52,747,8982852
